?b isMarriedTo ?a,?a isMarriedTo ?b
?a graduatedFrom ?c   Silvan_Tomkins worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Edward_Sapir worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Wen-Hsiung_Li worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   John_Archibald_Wheeler worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Randy_Schekman worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Ingrid_Daubechies worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Maurice_Anthony_Biot worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   John_Goldsmith worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Maurice_Ewing worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Erwin_Kreyszig worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Harish-Chandra worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   James_Rothman worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Cassius_Jackson_Keyser worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Richard_Brauer worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Steven_A._Benner worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Alan_Kay worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Christian_K._Wedemeyer worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Jacob_T._Schwartz worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Sherwood_Washburn worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Douglas_Hofstadter worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Carl_Rogers worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Marc_Kirschner worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Andreas_Acrivos worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Behzad_Razavi worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Raj_Reddy worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Saunders_Mac_Lane worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Marston_Morse worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Andrew_Fire worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Ernest_C._Pollard worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   John_D._Kraus worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Fotis_Kafatos worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Hidehiko_Yamabe worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   James_Hendler worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Steven_Weinberg worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   William_Lipscomb worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Robert_Mundell worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Helmut_Landsberg worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Wilbur_Cortez_Abbott worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Hyman_Bass worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Solomon_Lefschetz worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Moshe_Y._Vardi worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Sendhil_Mullainathan worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Muzafer_Sherif worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Clarence_Ellis_(computer_scientist) worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Richard_J._Lipton worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Robert_J._Van_de_Graaff worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Chien-Shiung_Wu worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Robert_Metcalfe worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Carl-Gustaf_Rossby worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Robert_Hofstadter worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Jerome_Lettvin worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Ivo_Banac worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Persi_Diaconis worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Clinton_Davisson worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Eli_Yablonovitch worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Naomi_Oreskes worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Clark_L._Hull worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Sara_Seager worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   George_E._P._Box worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Ferid_Murad worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   George_Uhlenbeck worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Benjamin_W._Lee worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Susan_Lindquist worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Edward_Mills_Purcell worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Leonard_Jimmie_Savage worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Joseph_Keller worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   David_Baltimore worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Mario_J._Molina worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Edwin_Holt worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Elizabeth_Loftus worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Leon_M._Lederman worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Paris_Kanellakis worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Percival_Bailey worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Karen_Uhlenbeck worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Robert_Pozen worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Maryam_Mirzakhani worksAt ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Bob_Bradley isAffiliatedTo ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Shep_Messing isAffiliatedTo ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Shep_Messing playsFor ?c,?a isCitizenOf United_States
?a graduatedFrom ?c   Chia-Chiao_Lin created ?c,?a isCitizenOf United_States
?a hasWonPrize ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Lifetime_achievement_awards,?a isCitizenOf United_States
?a hasWonPrize ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_American_awards,?a isCitizenOf United_States
?a hasWonPrize ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Military_awards_and_decorations_of_the_United_States,?a isCitizenOf United_States
?a hasWonPrize ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Civil_awards_and_decorations_of_the_United_States,?a isCitizenOf United_States
?a hasWonPrize ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_American_literary_awards,?a isCitizenOf United_States
?a diedIn ?c   ?c isLocatedIn San_Francisco_Bay_Area,?a isCitizenOf United_States
?a diedIn ?c   ?c isLocatedIn Los_Angeles_County,?a isCitizenOf United_States
?a diedIn ?c   ?c isLocatedIn Massachusetts,?a isCitizenOf United_States
?a diedIn ?c   ?c isLocatedIn California,?a isCitizenOf United_States
?a diedIn ?c   ?c isLocatedIn United_States,?a isCitizenOf United_States
?a diedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Incorporated_cities_and_towns_in_California,?a isCitizenOf United_States
?a diedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Cities_in_the_San_Francisco_Bay_Area,?a isCitizenOf United_States
?a diedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Cities_in_Massachusetts,?a isCitizenOf United_States
?a diedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Cities_in_Los_Angeles_County,?a isCitizenOf United_States
?a diedIn ?c   NBCUniversal isLocatedIn ?c,?a isCitizenOf United_States
?a diedIn ?c   Fox_Entertainment_Group isLocatedIn ?c,?a isCitizenOf United_States
?a diedIn ?c   NBC isLocatedIn ?c,?a isCitizenOf United_States
?a diedIn ?c   American_Academy_of_Dramatic_Arts isLocatedIn ?c,?a isCitizenOf United_States
?a diedIn ?c   Grassroots_Campaigns isLocatedIn _Inc.,?a isCitizenOf United_States
?a diedIn ?c   Marc_Shaiman livesIn ?c,?a isCitizenOf United_States
?a diedIn ?c   Robert_Ripley livesIn ?c,?a isCitizenOf United_States
?a diedIn ?c   Mary_Sinclair livesIn ?c,?a isCitizenOf United_States
?a worksAt ?c   ?c isLocatedIn Cambridge_(Massachusetts),?a isCitizenOf United_States
?a worksAt ?c   ?c isLocatedIn Massachusetts,?a isCitizenOf United_States
?a worksAt ?c   ?c isLocatedIn California,?a isCitizenOf United_States
?a worksAt ?c   ?c isLocatedIn Cambridge,?a isCitizenOf United_States
?a worksAt ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Private_universities_and_colleges_in_Massachusetts,?a isCitizenOf United_States
?a worksAt ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Universities_and_colleges_in_Middlesex_County,?a isCitizenOf United_States
?a worksAt ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Universities_and_colleges_in_Cambridge,?a isCitizenOf United_States
?a worksAt ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Public_universities_and_colleges_in_California,?a isCitizenOf United_States
?a worksAt ?c   Torbert_Macdonald graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Joe_Sestak graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Paul_Cohen_(mathematician) graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Leonard_Kleinrock graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Hyman_Minsky graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Donald_J._Cram graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Sandra_Faber graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Edward_C._Prescott graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_Davis_Lodge graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Edward_Norton_Lorenz graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Eric_Kandel graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Claude_Shannon graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   David_D._Friedman graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Stephen_Cook graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Steven_Levitt graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   George_Ashley_Campbell graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Wendell_L._Roelofs graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   James_Watson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Guy_L._Steele graduatedFrom _Jr.,?a isCitizenOf United_States
?a worksAt ?c   Joseph_Stiglitz graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Robert_Metcalfe graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Jane_S._Richardson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Martha_Nussbaum graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Sara_Paretsky graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Frank_O'Hara graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Thomas_Wolfe graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Ted_Nelson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Yu-Chi_Ho graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Zvi_Griliches graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Samuel_Flagg_Bemis graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   I._M._Pei graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Virgilio_Barco_Vargas graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Theodore_William_Richards graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   H._Eugene_Stanley graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Don_Norman graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   David_Scott graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Ben_Roy_Mottelson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Leslie_Lamport graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   William_V._Roth graduatedFrom _Jr.,?a isCitizenOf United_States
?a worksAt ?c   Norbert_Wiener graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Richard_Eberhart graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   George_Lakoff graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Elaine_Chao graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Edward_Durell_Stone graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Persi_Diaconis graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Bill_White_(Texas_politician) graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_Hasbrouck_Van_Vleck graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Richard_O._Duda graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Daniel_E._Koshland graduatedFrom _Jr.,?a isCitizenOf United_States
?a worksAt ?c   Lawrence_Summers graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   H._Robert_Horvitz graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Frederic_M._Richards graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Curtis_T._McMullen graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Paul_Tsongas graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Evsey_Domar graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Geoffrey_A._Landis graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Henry_Cadbury graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Brian_Schmidt graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Robert_G._Gallager graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Jim_Yong_Kim graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   David_Rockefeller graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Robert_Aumann graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Henry_Kissinger graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Jeremiah_P._Ostriker graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_W._Hutchinson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Catherine_Asaro graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_C._Slater graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Anand_Mahindra graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Marshall_Rosenbluth graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Joseph_Hooton_Taylor graduatedFrom _Jr.,?a isCitizenOf United_States
?a worksAt ?c   Robert_J._Shiller graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   James_Alan_Abrahamson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Shimon_Peres graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Edward_Mills_Purcell graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   David_Botstein graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Oswald_Veblen graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Jeannette_Piccard graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Allen_J._Bard graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Peter_Hoyt_Brown graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Howard_H._Aiken graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Paul_Samuelson graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_Hagelin graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Raymond_Aubrac graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   John_Goldsmith graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Ben_Bernanke graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Ernest_Everett_Just graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   George_Pake graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Thomas_Rogers_Kimball graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Richard_Stallman graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Alan_Perlis graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Robin_Lakoff graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Gerald_Guralnik graduatedFrom ?c,?a isCitizenOf United_States
?a worksAt ?c   Shep_Messing isAffiliatedTo ?c,?a isCitizenOf United_States
?a worksAt ?c   Shep_Messing playsFor ?c,?a isCitizenOf United_States
?a livesIn ?c   ?c isLocatedIn California,?a isCitizenOf United_States
?a livesIn ?c   ?c isLocatedIn United_States,?a isCitizenOf United_States
?a livesIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Incorporated_cities_and_towns_in_California,?a isCitizenOf United_States
?a livesIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_States_of_the_United_States,?a isCitizenOf United_States
?a livesIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Contiguous_United_States,?a isCitizenOf United_States
?a livesIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_States_and_territories_established_in_1850,?a isCitizenOf United_States
?a livesIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_Western_United_States,?a isCitizenOf United_States
?a livesIn ?c   ?c owns Los_Angeles_Memorial_Sports_Arena,?a isCitizenOf United_States
?a livesIn ?c   Lake_Tahoe isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Anaheim_Amigos isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Los_Angeles_Sparks isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   UCLA_Bruins isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   San_Jose_International_Airport isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Naughty_Dog isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Shrine_Auditorium isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Metro_Rail_(Los_Angeles_County) isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   San_Diego_State_University isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   SCE_San_Diego_Studio isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   San_Francisco_Spiders isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Sonic_Team isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Los_Angeles_Clippers isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Santa_Clara_County isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Granite_Peak isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   California_Lutheran_University isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Macerich isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Stanford_Graduate_School_of_Business isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Los_Angeles_Kings isLocatedIn ?c,?a isCitizenOf United_States
?a livesIn ?c   Live_Nation_Entertainment isLocatedIn ?c,?a isCitizenOf United_States
